כ״ד ניסן,15/4/2023
שבת מברכים חודש אייר,15/4/2023
פרשת שמיני,15/4/2023
כ״ה ניסן,16/4/2023
כ״ו ניסן,17/4/2023
כ״ז ניסן,18/4/2023
יום השואה,18/4/2023
כ״ח ניסן,19/4/2023
כ״ט ניסן,20/4/2023
ל׳ ניסן,21/4/2023
ראש חודש אייר,21/4/2023
א׳ אייר תשפ״ג,22/4/2023
ראש חודש אייר,22/4/2023
פרשת תזריע-מצרע,22/4/2023
ב׳ אייר,23/4/2023
ג׳ אייר,24/4/2023
ד׳ אייר,25/4/2023
יום הזכרון,25/4/2023
ה׳ אייר,26/4/2023
יום העצמאות,26/4/2023
ו׳ אייר,27/4/2023
ז׳ אייר,28/4/2023
ח׳ אייר,29/4/2023
פרשת אחרי מות-קדשים,29/4/2023
ט׳ אייר,30/4/2023
י׳ אייר,1/5/2023
י״א אייר,2/5/2023
י״ב אייר,3/5/2023
י״ג אייר,4/5/2023
י״ד אייר,5/5/2023
ט״ו אייר,6/5/2023
פרשת אמור,6/5/2023
ט״ז אייר,7/5/2023
י״ז אייר,8/5/2023
י״ח אייר,9/5/2023
ל״ג בעומר,9/5/2023
י״ט אייר,10/5/2023
כ׳ אייר,11/5/2023
כ״א אייר,12/5/2023
כ״ב אייר,13/5/2023
פרשת בהר-בחקתי,13/5/2023
כ״ג אייר,14/5/2023
כ״ד אייר,15/5/2023
כ״ה אייר,16/5/2023
כ״ו אייר,17/5/2023
כ״ז אייר,18/5/2023
כ״ח אייר,19/5/2023
יום ירושלים,19/5/2023
כ״ט אייר,20/5/2023
שבת מברכים חודש סיון,20/5/2023
פרשת במדבר,20/5/2023
א׳ סיון תשפ״ג,21/5/2023
ראש חודש סיון,21/5/2023
ב׳ סיון,22/5/2023
ג׳ סיון,23/5/2023
ד׳ סיון,24/5/2023
ה׳ סיון,25/5/2023
ערב שבועות,25/5/2023
ו׳ סיון,26/5/2023
שבועות,26/5/2023
ז׳ סיון,27/5/2023
פרשת נשא,27/5/2023
ח׳ סיון,28/5/2023
ט׳ סיון,29/5/2023
י׳ סיון,30/5/2023
י״א סיון,31/5/2023
י״ב סיון,1/6/2023
י״ג סיון,2/6/2023
י״ד סיון,3/6/2023
פרשת בהעלתך,3/6/2023
ט״ו סיון,4/6/2023
ט״ז סיון,5/6/2023
י״ז סיון,6/6/2023
י״ח סיון,7/6/2023
י״ט סיון,8/6/2023
כ׳ סיון,9/6/2023
כ״א סיון,10/6/2023
פרשת שלח־לך,10/6/2023
כ״ב סיון,11/6/2023
כ״ג סיון,12/6/2023
כ״ד סיון,13/6/2023
כ״ה סיון,14/6/2023
כ״ו סיון,15/6/2023
כ״ז סיון,16/6/2023
כ״ח סיון,17/6/2023
שבת מברכים חודש תמוז,17/6/2023
פרשת קורח,17/6/2023
כ״ט סיון,18/6/2023
ל׳ סיון,19/6/2023
ראש חודש תמוז,19/6/2023
א׳ תמוז תשפ״ג,20/6/2023
ראש חודש תמוז,20/6/2023
ב׳ תמוז,21/6/2023
ג׳ תמוז,22/6/2023
ד׳ תמוז,23/6/2023
ה׳ תמוז,24/6/2023
פרשת חקת,24/6/2023
ו׳ תמוז,25/6/2023
ז׳ תמוז,26/6/2023
ח׳ תמוז,27/6/2023
ט׳ תמוז,28/6/2023
י׳ תמוז,29/6/2023
י״א תמוז,30/6/2023
י״ב תמוז,1/7/2023
פרשת בלק,1/7/2023
י״ג תמוז,2/7/2023
י״ד תמוז,3/7/2023
ט״ו תמוז,4/7/2023
ט״ז תמוז,5/7/2023
י״ז תמוז,6/7/2023
צום תמוז,6/7/2023
י״ח תמוז,7/7/2023
י״ט תמוז,8/7/2023
פרשת פינחס,8/7/2023
כ׳ תמוז,9/7/2023
כ״א תמוז,10/7/2023
כ״ב תמוז,11/7/2023
כ״ג תמוז,12/7/2023
כ״ד תמוז,13/7/2023
כ״ה תמוז,14/7/2023
כ״ו תמוז,15/7/2023
שבת מברכים חודש אב,15/7/2023
פרשת מטות-מסעי,15/7/2023
כ״ז תמוז,16/7/2023
כ״ח תמוז,17/7/2023
כ״ט תמוז,18/7/2023
א׳ אב תשפ״ג,19/7/2023
ראש חודש אב,19/7/2023
ב׳ אב,20/7/2023
ג׳ אב,21/7/2023
ד׳ אב,22/7/2023
שבת חזון,22/7/2023
פרשת דברים,22/7/2023
ה׳ אב,23/7/2023
ו׳ אב,24/7/2023
ז׳ אב,25/7/2023
ח׳ אב,26/7/2023
ערב תשעה באב,26/7/2023
ט׳ אב,27/7/2023
תשעה באב,27/7/2023
י׳ אב,28/7/2023
י״א אב,29/7/2023
שבת נחמו,29/7/2023
פרשת ואתחנן,29/7/2023
י״ב אב,30/7/2023
י״ג אב,31/7/2023
י״ד אב,1/8/2023
ט״ו אב,2/8/2023
טו באב,2/8/2023
ט״ז אב,3/8/2023
י״ז אב,4/8/2023
י״ח אב,5/8/2023
פרשת עקב,5/8/2023
י״ט אב,6/8/2023
כ׳ אב,7/8/2023
כ״א אב,8/8/2023
כ״ב אב,9/8/2023
כ״ג אב,10/8/2023
כ״ד אב,11/8/2023
כ״ה אב,12/8/2023
שבת מברכים חודש אלול,12/8/2023
פרשת ראה,12/8/2023
כ״ו אב,13/8/2023
כ״ז אב,14/8/2023
כ״ח אב,15/8/2023
כ״ט אב,16/8/2023
ל׳ אב,17/8/2023
ראש חודש אלול,17/8/2023
א׳ אלול תשפ״ג,18/8/2023
ראש חודש אלול,18/8/2023
ב׳ אלול,19/8/2023
פרשת שופטים,19/8/2023
ג׳ אלול,20/8/2023
ד׳ אלול,21/8/2023
ה׳ אלול,22/8/2023
ו׳ אלול,23/8/2023
ז׳ אלול,24/8/2023
ח׳ אלול,25/8/2023
ט׳ אלול,26/8/2023
פרשת כי־תצא,26/8/2023
י׳ אלול,27/8/2023
י״א אלול,28/8/2023
י״ב אלול,29/8/2023
י״ג אלול,30/8/2023
י״ד אלול,31/8/2023
ט״ו אלול,1/9/2023
ט״ז אלול,2/9/2023
פרשת כי־תבוא,2/9/2023
י״ז אלול,3/9/2023
י״ח אלול,4/9/2023
י״ט אלול,5/9/2023
כ׳ אלול,6/9/2023
כ״א אלול,7/9/2023
כ״ב אלול,8/9/2023
כ״ג אלול,9/9/2023
פרשת נצבים-וילך,9/9/2023
כ״ד אלול,10/9/2023
כ״ה אלול,11/9/2023
כ״ו אלול,12/9/2023
כ״ז אלול,13/9/2023
כ״ח אלול,14/9/2023
כ״ט אלול,15/9/2023
ערב ראש השנה,15/9/2023
א׳ תשרי תשפ״ד,16/9/2023
ראש השנה 5784,16/9/2023
ב׳ תשרי,17/9/2023
ראש השנה ב׳,17/9/2023
ג׳ תשרי,18/9/2023
צום גדליה,18/9/2023
ד׳ תשרי,19/9/2023
ה׳ תשרי,20/9/2023
ו׳ תשרי,21/9/2023
ז׳ תשרי,22/9/2023
ח׳ תשרי,23/9/2023
שבת שובה,23/9/2023
פרשת האזינו,23/9/2023
ט׳ תשרי,24/9/2023
ערב יום כפור,24/9/2023
י׳ תשרי,25/9/2023
יום כפור,25/9/2023
י״א תשרי,26/9/2023
י״ב תשרי,27/9/2023
י״ג תשרי,28/9/2023
י״ד תשרי,29/9/2023
ערב סוכות,29/9/2023
ט״ו תשרי,30/9/2023
חג סוכות,30/9/2023
ט״ז תשרי,1/10/2023
סוכות ב׳ (חוה״מ),1/10/2023
י״ז תשרי,2/10/2023
סוכות ג׳ (חוה״מ),2/10/2023
י״ח תשרי,3/10/2023
סוכות ד׳ (חוה״מ),3/10/2023
י״ט תשרי,4/10/2023
סוכות ה׳ (חוה״מ),4/10/2023
כ׳ תשרי,5/10/2023
סוכות ו׳ (חוה״מ),5/10/2023
כ״א תשרי,6/10/2023
סוכות ז׳ (הושענא רבה),6/10/2023
כ״ב תשרי,7/10/2023
שמיני עצרת,7/10/2023
כ״ג תשרי,8/10/2023
כ״ד תשרי,9/10/2023
כ״ה תשרי,10/10/2023
כ״ו תשרי,11/10/2023
כ״ז תשרי,12/10/2023
כ״ח תשרי,13/10/2023
כ״ט תשרי,14/10/2023
שבת מברכים חודש חשון,14/10/2023
פרשת בראשית,14/10/2023
ל׳ תשרי,15/10/2023
ראש חודש חשון,15/10/2023
א׳ חשון תשפ״ד,16/10/2023
ראש חודש חשון,16/10/2023
ב׳ חשון,17/10/2023
ג׳ חשון,18/10/2023
ד׳ חשון,19/10/2023
ה׳ חשון,20/10/2023
ו׳ חשון,21/10/2023
פרשת נח,21/10/2023
ז׳ חשון,22/10/2023
ח׳ חשון,23/10/2023
ט׳ חשון,24/10/2023
י׳ חשון,25/10/2023
י״א חשון,26/10/2023
י״ב חשון,27/10/2023
י״ג חשון,28/10/2023
פרשת לך־לך,28/10/2023
י״ד חשון,29/10/2023
ט״ו חשון,30/10/2023
ט״ז חשון,31/10/2023
י״ז חשון,1/11/2023
י״ח חשון,2/11/2023
י״ט חשון,3/11/2023
כ׳ חשון,4/11/2023
פרשת וירא,4/11/2023
כ״א חשון,5/11/2023
כ״ב חשון,6/11/2023
כ״ג חשון,7/11/2023
כ״ד חשון,8/11/2023
כ״ה חשון,9/11/2023
כ״ו חשון,10/11/2023
כ״ז חשון,11/11/2023
שבת מברכים חודש כסלו,11/11/2023
פרשת חיי שרה,11/11/2023
כ״ח חשון,12/11/2023
כ״ט חשון,13/11/2023
א׳ כסלו תשפ״ד,14/11/2023
ראש חודש כסלו,14/11/2023
ב׳ כסלו,15/11/2023
ג׳ כסלו,16/11/2023
ד׳ כסלו,17/11/2023
ה׳ כסלו,18/11/2023
פרשת תולדות,18/11/2023
ו׳ כסלו,19/11/2023
ז׳ כסלו,20/11/2023
ח׳ כסלו,21/11/2023
ט׳ כסלו,22/11/2023
י׳ כסלו,23/11/2023
י״א כסלו,24/11/2023
י״ב כסלו,25/11/2023
פרשת ויצא,25/11/2023
י״ג כסלו,26/11/2023
י״ד כסלו,27/11/2023
ט״ו כסלו,28/11/2023
ט״ז כסלו,29/11/2023
י״ז כסלו,30/11/2023
י״ח כסלו,1/12/2023
י״ט כסלו,2/12/2023
פרשת וישלח,2/12/2023
כ׳ כסלו,3/12/2023
כ״א כסלו,4/12/2023
כ״ב כסלו,5/12/2023
כ״ג כסלו,6/12/2023
כ״ד כסלו,7/12/2023
חנוכה: א׳ נר,7/12/2023
כ״ה כסלו,8/12/2023
חנוכה: ב׳ ,8/12/2023
כ״ו כסלו,9/12/2023
חנוכה: ג׳ ,9/12/2023
שבת מברכים חודש טבת,9/12/2023
פרשת וישב,9/12/2023
כ״ז כסלו,10/12/2023
חנוכה: ד׳ ,10/12/2023
כ״ח כסלו,11/12/2023
חנוכה: ה׳ ,11/12/2023
כ״ט כסלו,12/12/2023
חנוכה: ו׳ ,12/12/2023
א׳ טבת תשפ״ד,13/12/2023
חנוכה: ז׳ ,13/12/2023
ראש חודש טבת,13/12/2023
ב׳ טבת,14/12/2023
חנוכה: ח׳ ,14/12/2023
ג׳ טבת,15/12/2023
חנוכה: יום ח׳,15/12/2023
ד׳ טבת,16/12/2023
פרשת מקץ,16/12/2023
ה׳ טבת,17/12/2023
ו׳ טבת,18/12/2023
ז׳ טבת,19/12/2023
ח׳ טבת,20/12/2023
ט׳ טבת,21/12/2023
י׳ טבת,22/12/2023
עשרה בטבת,22/12/2023
י״א טבת,23/12/2023
פרשת ויגש,23/12/2023
י״ב טבת,24/12/2023
י״ג טבת,25/12/2023
י״ד טבת,26/12/2023
ט״ו טבת,27/12/2023
ט״ז טבת,28/12/2023
י״ז טבת,29/12/2023
י״ח טבת,30/12/2023
פרשת ויחי,30/12/2023
י״ט טבת,31/12/2023
כ׳ טבת,1/1/2024
כ״א טבת,2/1/2024
כ״ב טבת,3/1/2024
כ״ג טבת,4/1/2024
כ״ד טבת,5/1/2024
כ״ה טבת,6/1/2024
שבת מברכים חודש שבט,6/1/2024
פרשת שמות,6/1/2024
כ״ו טבת,7/1/2024
כ״ז טבת,8/1/2024
כ״ח טבת,9/1/2024
כ״ט טבת,10/1/2024
א׳ שבט תשפ״ד,11/1/2024
ראש חודש שבט,11/1/2024
ב׳ שבט,12/1/2024
ג׳ שבט,13/1/2024
פרשת וארא,13/1/2024
ד׳ שבט,14/1/2024
ה׳ שבט,15/1/2024
ו׳ שבט,16/1/2024
ז׳ שבט,17/1/2024
ח׳ שבט,18/1/2024
ט׳ שבט,19/1/2024
י׳ שבט,20/1/2024
פרשת בא,20/1/2024
י״א שבט,21/1/2024
י״ב שבט,22/1/2024
י״ג שבט,23/1/2024
י״ד שבט,24/1/2024
ט״ו שבט,25/1/2024
טו בשבט,25/1/2024
ט״ז שבט,26/1/2024
י״ז שבט,27/1/2024
שבת שירה,27/1/2024
פרשת בשלח,27/1/2024
י״ח שבט,28/1/2024
י״ט שבט,29/1/2024
כ׳ שבט,30/1/2024
כ״א שבט,31/1/2024
כ״ב שבט,1/2/2024
כ״ג שבט,2/2/2024
כ״ד שבט,3/2/2024
שבת מברכים חודש אדר א׳,3/2/2024
פרשת יתרו,3/2/2024
כ״ה שבט,4/2/2024
כ״ו שבט,5/2/2024
כ״ז שבט,6/2/2024
כ״ח שבט,7/2/2024
כ״ט שבט,8/2/2024
ל׳ שבט,9/2/2024
ראש חודש אדר א׳,9/2/2024
א׳ אדר א׳ תשפ״ד,10/2/2024
ראש חודש אדר א׳,10/2/2024
פרשת משפטים,10/2/2024
ב׳ אדר א׳,11/2/2024
ג׳ אדר א׳,12/2/2024
ד׳ אדר א׳,13/2/2024
ה׳ אדר א׳,14/2/2024
ו׳ אדר א׳,15/2/2024
ז׳ אדר א׳,16/2/2024
ח׳ אדר א׳,17/2/2024
פרשת תרומה,17/2/2024
ט׳ אדר א׳,18/2/2024
י׳ אדר א׳,19/2/2024
י״א אדר א׳,20/2/2024
י״ב אדר א׳,21/2/2024
י״ג אדר א׳,22/2/2024
י״ד אדר א׳,23/2/2024
פורים קטן,23/2/2024
ט״ו אדר א׳,24/2/2024
פרשת תצוה,24/2/2024
ט״ז אדר א׳,25/2/2024
י״ז אדר א׳,26/2/2024
י״ח אדר א׳,27/2/2024
י״ט אדר א׳,28/2/2024
כ׳ אדר א׳,29/2/2024
כ״א אדר א׳,1/3/2024
כ״ב אדר א׳,2/3/2024
פרשת כי תשא,2/3/2024
כ״ג אדר א׳,3/3/2024
כ״ד אדר א׳,4/3/2024
כ״ה אדר א׳,5/3/2024
כ״ו אדר א׳,6/3/2024
כ״ז אדר א׳,7/3/2024
כ״ח אדר א׳,8/3/2024
כ״ט אדר א׳,9/3/2024
שבת שקלים,9/3/2024
שבת מברכים חודש אדר ב׳,9/3/2024
פרשת ויקהל,9/3/2024
ל׳ אדר א׳,10/3/2024
ראש חודש אדר ב׳,10/3/2024
א׳ אדר ב׳ תשפ״ד,11/3/2024
ראש חודש אדר ב׳,11/3/2024
ב׳ אדר ב׳,12/3/2024
ג׳ אדר ב׳,13/3/2024
ד׳ אדר ב׳,14/3/2024
ה׳ אדר ב׳,15/3/2024
ו׳ אדר ב׳,16/3/2024
פרשת פקודי,16/3/2024
ז׳ אדר ב׳,17/3/2024
ח׳ אדר ב׳,18/3/2024
ט׳ אדר ב׳,19/3/2024
י׳ אדר ב׳,20/3/2024
י״א אדר ב׳,21/3/2024
י״ב אדר ב׳,22/3/2024
י״ג אדר ב׳,23/3/2024
שבת זכור,23/3/2024
ערב פורים,23/3/2024
פרשת ויקרא,23/3/2024
י״ד אדר ב׳,24/3/2024
פורים,24/3/2024
ט״ו אדר ב׳,25/3/2024
שושן פורים,25/3/2024
ט״ז אדר ב׳,26/3/2024
י״ז אדר ב׳,27/3/2024
י״ח אדר ב׳,28/3/2024
י״ט אדר ב׳,29/3/2024
כ׳ אדר ב׳,30/3/2024
שבת פרה,30/3/2024
פרשת צו,30/3/2024
כ״א אדר ב׳,31/3/2024
כ״ב אדר ב׳,1/4/2024
כ״ג אדר ב׳,2/4/2024
כ״ד אדר ב׳,3/4/2024
כ״ה אדר ב׳,4/4/2024
כ״ו אדר ב׳,5/4/2024
כ״ז אדר ב׳,6/4/2024
שבת החדש,6/4/2024
שבת מברכים חודש ניסן,6/4/2024
פרשת שמיני,6/4/2024
כ״ח אדר ב׳,7/4/2024
כ״ט אדר ב׳,8/4/2024
א׳ ניסן תשפ״ד,9/4/2024
ראש חודש ניסן,9/4/2024
ב׳ ניסן,10/4/2024
ג׳ ניסן,11/4/2024
ד׳ ניסן,12/4/2024
ה׳ ניסן,13/4/2024
פרשת תזריע,13/4/2024
ו׳ ניסן,14/4/2024
ז׳ ניסן,15/4/2024
ח׳ ניסן,16/4/2024
ט׳ ניסן,17/4/2024
י׳ ניסן,18/4/2024
י״א ניסן,19/4/2024
י״ב ניסן,20/4/2024
שבת הגדול,20/4/2024
פרשת מצרע,20/4/2024
י״ג ניסן,21/4/2024
י״ד ניסן,22/4/2024
ערב פסח,22/4/2024
ט״ו ניסן,23/4/2024
פסח א׳,23/4/2024
ט״ז ניסן,24/4/2024
פסח ב׳ (חוה״מ),24/4/2024
י״ז ניסן,25/4/2024
פסח ג׳ (חוה״מ),25/4/2024
י״ח ניסן,26/4/2024
פסח ד׳ (חוה״מ),26/4/2024
י״ט ניסן,27/4/2024
פסח ה׳ (חוה״מ),27/4/2024
כ׳ ניסן,28/4/2024
פסח ו׳ (חוה״מ),28/4/2024
כ״א ניסן,29/4/2024
פסח ז׳,29/4/2024
כ״ב ניסן,30/4/2024
כ״ג ניסן,1/5/2024
כ״ד ניסן,2/5/2024
כ״ה ניסן,3/5/2024
כ״ו ניסן,4/5/2024
שבת מברכים חודש אייר,4/5/2024
פרשת אחרי מות,4/5/2024
כ״ז ניסן,5/5/2024
כ״ח ניסן,6/5/2024
יום השואה,6/5/2024
כ״ט ניסן,7/5/2024
ל׳ ניסן,8/5/2024
ראש חודש אייר,8/5/2024
א׳ אייר תשפ״ד,9/5/2024
ראש חודש אייר,9/5/2024
ב׳ אייר,10/5/2024
ג׳ אייר,11/5/2024
פרשת קדשים,11/5/2024
ד׳ אייר,12/5/2024
ה׳ אייר,13/5/2024
יום הזכרון,13/5/2024
ו׳ אייר,14/5/2024
יום העצמאות,14/5/2024
ז׳ אייר,15/5/2024
ח׳ אייר,16/5/2024
ט׳ אייר,17/5/2024
י׳ אייר,18/5/2024
